Question,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,Group Standard Deviation,Threshold 3,Threshold 4,Threshold 5,Threshold 6,Threshold 7,Threshold 8,Threshold 9,Threshold 10,New Score 3,New Score 4,New Score 5,New Score 6,New Score 7,New Score 8,New Score 9,New Score 10,Question Text
A1,0.07712832455723816,0.0666959191484438,0.06202558465456924,0.05578723365207377,0.05348798482935433,0.0498518393538264,0.04673956383073114,0.0459735192748306,0.10367872704881523,0.07551194288815455,0.06522373456350436,0.060258890221674,0.057380705201846634,0.05275652902407964,0.05271378459114248,0.04741051206814651,0.04581840463676956,0.15379925844156464,0.142304045710776,0.13663046751657576,0.06563005002773017,0.09623278540487021,0.06466566173228454,0.07189887229383458,0.06982858720917197,I feel little concern for others.
A10,0.0757254523086882,0.06522106373908172,0.06086565995928942,0.05782854259245769,0.052983900869550724,0.051633147233836454,0.04757689329879304,0.045915746760267946,0.10985295262190922,0.07551194288815455,0.06522373456350436,0.060258890221674,0.057380705201846634,0.05275652902407964,0.05271378459114248,0.04741051206814651,0.04581840463676956,0.15379925844156464,0.142304045710776,0.13663046751657576,0.06563005002773017,0.09623278540487021,0.06466566173228454,0.07189887229383458,0.06982858720917197,I make people feel at ease.
A2,0.07604752330131247,0.06540637063814231,0.061293115531829735,0.05580269174328894,0.05291318652483345,0.0506304513897639,0.04798436432041244,0.0460569207435408,0.12750503374190478,0.07551194288815455,0.06522373456350436,0.060258890221674,0.057380705201846634,0.05275652902407964,0.05271378459114248,0.04741051206814651,0.04581840463676956,0.15379925844156464,0.142304045710776,0.13663046751657576,0.06563005002773017,0.09623278540487021,0.06466566173228454,0.07189887229383458,0.06982858720917197,I am interested in people.
A3,0.07586213491417836,0.06607614606060176,0.06124789232021445,0.05565839562051307,0.05327723205182902,0.052889483748097224,0.04893989752217742,0.04601406176143407,0.10191375132851496,0.07551194288815455,0.06522373456350436,0.060258890221674,0.057380705201846634,0.05275652902407964,0.05271378459114248,0.04741051206814651,0.04581840463676956,0.15379925844156464,0.142304045710776,0.13663046751657576,0.06563005002773017,0.09623278540487021,0.06466566173228454,0.07189887229383458,0.06982858720917197,I insult people.
A4,0.07670776850951357,0.06590338426610207,0.0625414174209763,0.0575759969444563,0.052082337713546645,0.04963627982503783,0.04729038341399434,0.04563267996932645,0.13384563069778255,0.07551194288815455,0.06522373456350436,0.060258890221674,0.057380705201846634,0.05275652902407964,0.05271378459114248,0.04741051206814651,0.04581840463676956,0.15379925844156464,0.142304045710776,0.13663046751657576,0.06563005002773017,0.09623278540487021,0.06466566173228454,0.07189887229383458,0.06982858720917197,I sympathize with others' feelings.
A5,0.07663890034647454,0.06569098017239541,0.06204877212525225,0.05533725891115386,0.05302775266820529,0.049223217025698596,0.047574362970345195,0.04607856698046053,0.12812766965535655,0.07551194288815455,0.06522373456350436,0.060258890221674,0.057380705201846634,0.05275652902407964,0.05271378459114248,0.04741051206814651,0.04581840463676956,0.15379925844156464,0.142304045710776,0.13663046751657576,0.06563005002773017,0.09623278540487021,0.06466566173228454,0.07189887229383458,0.06982858720917197,I am not interested in other people's problems.
A6,0.07698877431946483,0.06617840337553739,0.06175674948261894,0.056868860865467115,0.05285877969289049,0.05256449054110436,0.04794795828298563,0.046192823056199345,0.1217473448784634,0.07551194288815455,0.06522373456350436,0.060258890221674,0.057380705201846634,0.05275652902407964,0.05271378459114248,0.04741051206814651,0.04581840463676956,0.15379925844156464,0.142304045710776,0.13663046751657576,0.06563005002773017,0.09623278540487021,0.06466566173228454,0.07189887229383458,0.06982858720917197,I have a soft heart.
A7,0.07619341745947723,0.06543106962298895,0.06143024253062256,0.057276539929004756,0.05277451269606322,0.04925011310155221,0.04750764719545213,0.045914183814840845,0.1434972828639192,0.07551194288815455,0.06522373456350436,0.060258890221674,0.057380705201846634,0.05275652902407964,0.05271378459114248,0.04741051206814651,0.04581840463676956,0.15379925844156464,0.142304045710776,0.13663046751657576,0.06563005002773017,0.09623278540487021,0.06466566173228454,0.07189887229383458,0.06982858720917197,I am not really interested in others.
A8,0.07642621045151306,0.06584340236399557,0.06078560108091207,0.058029348719357846,0.05263207973322188,0.05038912258807265,0.04776217356523456,0.04576697312824968,0.1055390532532433,0.07551194288815455,0.06522373456350436,0.060258890221674,0.057380705201846634,0.05275652902407964,0.05271378459114248,0.04741051206814651,0.04581840463676956,0.15379925844156464,0.142304045710776,0.13663046751657576,0.06563005002773017,0.09623278540487021,0.06466566173228454,0.07189887229383458,0.06982858720917197,I take time out for others.
A9,0.07675075818625304,0.06562922593283209,0.061256455600671174,0.05766761898976855,0.05323360225256997,0.049645532956212254,0.04745142971037842,0.045817550599042196,0.13380922808969511,0.07551194288815455,0.06522373456350436,0.060258890221674,0.057380705201846634,0.05275652902407964,0.05271378459114248,0.04741051206814651,0.04581840463676956,0.15379925844156464,0.142304045710776,0.13663046751657576,0.06563005002773017,0.09623278540487021,0.06466566173228454,0.07189887229383458,0.06982858720917197,I feel others' emotions.
C1,0.07623794334526295,0.06607098034267392,0.061517407316554834,0.056186025723948436,0.05239540485572265,0.05288362610839689,0.04771650477983209,0.04668008748968773,0.07618282648081516,0.07551194288815455,0.06522373456350436,0.060258890221674,0.057380705201846634,0.05275652902407964,0.05271378459114248,0.04741051206814651,0.04581840463676956,0.15379925844156464,0.142304045710776,0.13663046751657576,0.06563005002773017,0.09623278540487021,0.06466566173228454,0.07189887229383458,0.06982858720917197,I am always prepared.
C10,0.07651466902357702,0.06588815233769373,0.0611188160675196,0.05574619179471761,0.053643173226758205,0.052558355965099036,0.04782595704325421,0.04629589576677632,0.04998034905352091,0.07551194288815455,0.06522373456350436,0.060258890221674,0.057380705201846634,0.05275652902407964,0.05271378459114248,0.04741051206814651,0.04581840463676956,0.15379925844156464,0.142304045710776,0.13663046751657576,0.06563005002773017,0.09623278540487021,0.06466566173228454,0.07189887229383458,0.06982858720917197,I am exacting in my work.
C2,0.07611352691205216,0.06651198742089959,0.061079517845577455,0.055896726868174935,0.05403232467369816,0.05096161501487301,0.04718214312319992,0.0459750913622689,0.09236956300818214,0.07551194288815455,0.06522373456350436,0.060258890221674,0.057380705201846634,0.05275652902407964,0.05271378459114248,0.04741051206814651,0.04581840463676956,0.15379925844156464,0.142304045710776,0.13663046751657576,0.06563005002773017,0.09623278540487021,0.06466566173228454,0.07189887229383458,0.06982858720917197,I leave my belongings around.
C3,0.07646612792489625,0.06598373263190861,0.06127659969838311,0.05835343773027668,0.05281951143563813,0.05354436783422289,0.04792209621323337,0.04583690638914678,0.04203879737721883,0.07551194288815455,0.06522373456350436,0.060258890221674,0.057380705201846634,0.05275652902407964,0.05271378459114248,0.04741051206814651,0.04581840463676956,0.15379925844156464,0.142304045710776,0.13663046751657576,0.06563005002773017,0.09623278540487021,0.06466566173228454,0.07189887229383458,0.06982858720917197,I pay attention to details.
C4,0.07482487666218084,0.06527536692210185,0.06015978206864808,0.057344753755416,0.05235753334681492,0.05272048793064336,0.04650550737903076,0.044752734782036035,0.13580557491258127,0.07551194288815455,0.06522373456350436,0.060258890221674,0.057380705201846634,0.05275652902407964,0.05271378459114248,0.04741051206814651,0.04581840463676956,0.15379925844156464,0.142304045710776,0.13663046751657576,0.06563005002773017,0.09623278540487021,0.06466566173228454,0.07189887229383458,0.06982858720917197,I make a mess of things.
C5,0.07632960321986373,0.06618028985242791,0.0610080380475638,0.05590067540082379,0.053177549340452636,0.052383719149280264,0.046805275658792306,0.04617284529567036,0.0946082790652187,0.07551194288815455,0.06522373456350436,0.060258890221674,0.057380705201846634,0.05275652902407964,0.05271378459114248,0.04741051206814651,0.04581840463676956,0.15379925844156464,0.142304045710776,0.13663046751657576,0.06563005002773017,0.09623278540487021,0.06466566173228454,0.07189887229383458,0.06982858720917197,I get chores done right away.
